time	position	state	ATP_bound
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.704780042549773889e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 3.742663691064398890e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 3.019467572984062986e+00 1.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 4.367718274434976067e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 5.545781262656797495e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 4.377832417240279383e+00 2.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 2.439418418985561221e+00 2.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 1.902447600930087468e+00 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 2.293095145950760916e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 2.187003919266612417e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 2.166608066395570020e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 4.623175693023753752e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 5.434580537477924800e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 5.271681222626075858e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 5.241058590870683709e+00 2.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 4.735065034232933456e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 5.160846810294596132e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 7.217472607513107263e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 7.830038507483890520e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 8.523721187927314702e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+01 8.368686029066724430e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+01 9.836490368394699146e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+01 9.953646399117197063e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 1.079196231630560732e+01 0.000000000000000000e+00 0.000000000000000000e+00
