time	position	state	ATP_bound
1.000000000000000000e+00 1.027092028498528764e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 2.734879651338241846e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 2.431136103340156396e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 4.493299942054861162e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 4.108020563095898581e+00 1.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 3.384538889758930136e+00 2.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 4.627098818004040659e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 4.218608257355512592e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 5.359606428465324868e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 6.198449001452135398e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 6.673808162153800794e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 6.839358598531731559e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 7.996439052099476363e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 9.619524597853839509e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 8.601025222822984873e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 9.659505251853373053e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 9.468739392344240002e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 1.134330905228895858e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 1.199187101703775760e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 1.237264000709089018e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 1.348893038829424107e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+01 1.502089075044067812e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+01 1.596086479685257764e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+01 1.664518325688408140e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 1.709668746344233980e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+01 1.594196060435656470e+01 2.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000000e+01 1.838986746683500684e+01 0.000000000000000000e+00 0.000000000000000000e+00
