time	position	state	ATP_bound
1.000000000000000000e+00 2.030246675176398119e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 2.726095972000432077e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+00 5.754825235952004681e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+00 1.308848366924587836e+00 1.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 8.631964945662011779e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 4.365295261217112532e-01 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 7.826850620329774966e-01 1.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 1.165373400056597841e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 3.187913519562155074e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 1.738073697072930912e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 2.251882753730015896e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 4.257241440992297399e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+01 4.633020612946073591e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 2.352910004466210125e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 3.630079621010518398e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+01 4.160115376359814654e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 3.084037109123471065e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 2.180541260389132319e+00 2.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000000e+01 2.961333070779041066e+00 2.000000000000000000e+00 0.000000000000000000e+00
